sequenceID	lineage	clade	length	pubmed_id	isolate_data.country	isolate_data.place_sampled	isolate_data.sampled_host_sci_name	isolate_data.collection_year	isolate_data.collection_month	isolate_data.collection_month_day
KX547308	1	A	10787	-	USA	"Bronx Co., NY"	Cyanocitta cristata	2004	SEP	30
KX547309	1	A	10784	-	USA	"Suffolk Co., NY"	Corvus brachyrhynchos	2008	AUG	14
KX547310	1	A	10787	-	USA	"Westchester Co., NY"	Culex sp.	2003	AUG	26
KX547311	1	A	10787	-	USA	"Albany Co., NY"	Sciurus carolinensis	2003	SEP	25
KX547312	1	A	10787	-	USA	"Niagara Co., NY"	Corvus brachyrhynchos	2004	MAY	20
KX547313	1	A	10787	-	USA	"Oswego Co., NY"	Corvus brachyrhynchos	2004	AUG	3
KX547314	1	A	10787	-	USA	"Broome Co., NY"	Culex sp.	2002	SEP	27
KX547315	1	A	10787	-	USA	"Nassau Co., NY"	Culex sp.	2012	AUG	24
KX547316	1	A	10787	-	USA	"Westchester Co., NY"	Culex sp.	2001	SEP	13
KX547317	1	A	10787	-	USA	"Nassau Co., NY"	Corvus brachyrhynchos	2004	JUL	27
KX547318	1	A	10787	-	USA	"Niagara Co., NY"	Cyanocitta cristata	2006	AUG	19
KX547319	1	A	10787	-	USA	"Rensselaer Co., NY"	Corvus brachyrhynchos	2009	SEP	7
KX547320	1	A	10787	-	USA	"Suffolk Co., NY"	Cyanocitta cristata	2002	SEP	17
KX547321	1	A	10787	-	USA	"Rockland Co., NY"	Baeolophus bicolor	2005	SEP	7
KX547322	1	A	10787	-	USA	"Onondaga Co., NY"	Culiseta sp.	2003	AUG	19
KX547323	1	A	10787	-	USA	"Westchester Co., NY"	Culex sp.	2013	JUL	31
KX547324	1	A	10787	-	USA	"Oswego Co., NY"	Culiseta sp.	2013	AUG	14
KX547325	1	A	10787	-	USA	"Onondaga Co., NY"	Culiseta sp.	2011	SEP	20
KX547326	1	A	10787	-	USA	"Nassau Co., NY"	Culex sp.	2007	AUG	1
KX547327	1	A	10787	-	USA	"Niagara Co., NY"	Corvus brachyrhynchos	2006	AUG	24
KX547328	1	A	10787	-	USA	"Rockland Co., NY"	Culex sp.	2013	JUL	3
KX547329	1	A	10787	-	USA	"Richmond Co., NY"	Cyanocitta cristata	2007	AUG	24
KX547330	1	A	10787	-	USA	"Erie Co., NY"	Culex sp.	2013	SEP	18
KX547331	1	A	10787	-	USA	"Oswego Co., NY"	Cyanocitta cristata	2002	SEP	26
KX547332	1	A	10787	-	USA	"Bronx Co., NY"	Corvus brachyrhynchos	2005	AUG	8
KX547333	1	A	10787	-	USA	"Suffolk Co., NY"	Culex sp.	2013	OCT	9
KX547334	1	A	10787	-	USA	"Erie Co., NY"	Culex sp.	2012	JUN	18
KX547335	1	A	10787	-	USA	"Erie Co., NY"	Culex sp.	2008	AUG	5
KX547336	1	A	10787	-	USA	"Essex Co., NY"	Corvus brachyrhynchos	2002	SEP	9
KX547337	1	A	10787	-	USA	"Rockland Co., NY"	Culex sp.	2012	SEP	28
KX547338	1	A	10787	-	USA	"Richmond Co., NY"	Corvus brachyrhynchos	2005	SEP	9
KX547339	1	A	10787	-	USA	"Suffolk Co., NY"	Cyanocitta cristata	2007	SEP	11
KX547340	1	A	10787	-	USA	"Orange Co., NY"	Culex sp.	2012	AUG	16
KX547341	1	A	10787	-	USA	"Dutchess Co., NY"	Corvus brachyrhynchos	2005	JAN	31
KX547342	1	A	10787	-	USA	"Orange Co., NY"	Culex sp.	2006	AUG	10
KX547343	1	A	10787	-	USA	"Erie Co., NY"	Aedes sp.	2012	AUG	8
KX547344	1	A	10787	-	USA	"Oswego Co., NY"	Culiseta sp.	2013	JUL	24
KX547345	1	A	10787	-	USA	"Rockland Co., NY"	Corvus brachyrhynchos	2004	AUG	11
KX547346	1	A	10787	-	USA	"Albany Co., NY"	Corvus brachyrhynchos	2004	JUN	18
KX547347	1	A	10787	-	USA	"Monroe Co., NY"	Corvus brachyrhynchos	2005	MAY	25
KX547348	1	A	10787	-	USA	"Rockland Co., NY"	Culex sp.	2009	AUG	14
KX547349	1	A	10787	-	USA	"Westchester Co., NY"	Culex sp.	2006	AUG	31
KX547350	1	A	10787	-	USA	"Rockland Co., NY"	Culex sp.	2006	JUL	28
KX547351	1	A	10787	-	USA	"Nassau Co., NY"	Culex sp.	2004	AUG	4
KX547352	1	A	10787	-	USA	"Orange Co., NY"	Culex sp.	2008	AUG	14
KX547353	1	A	10787	-	USA	"Suffolk Co., NY"	Culex sp.	2000	JUL	11
KX547354	1	A	10787	-	USA	"Schoharie Co., NY"	Corvus brachyrhynchos	2003	OCT	3
KX547355	1	A	10787	-	USA	"Albany Co., NY"	Cyanocitta cristata	2005	SEP	13
KX547356	1	A	10787	-	USA	"Oswego Co., NY"	Culiseta sp.	2012	AUG	7
KX547357	1	A	10787	-	USA	"Suffolk Co., NY"	Culex sp.	2007	AUG	7
KX547358	1	A	10787	-	USA	"Rockland Co., NY"	Culex sp.	2013	SEP	20
KX547359	1	A	10787	-	USA	"Nassau Co., NY"	Corvus brachyrhynchos	2006	AUG	14
KX547360	1	A	10787	-	USA	"Putnam Co., NY"	Corvus brachyrhynchos	2005	SEP	11
KX547361	1	A	10787	-	USA	"Suffolk Co., NY"	Culex sp.	2010	AUG	12
KX547362	1	A	10787	-	USA	"Dutchess Co., NY"	Culex sp.	2005	AUG	31
KX547363	1	A	10787	-	USA	"Onondaga Co., NY"	Culex sp.	2003	AUG	13
KX547364	1	A	10787	-	USA	"Rockland Co., NY"	Aedes sp.	2002	SEP	13
KX547365	1	A	10787	-	USA	"Suffolk Co., NY"	Cyanocitta cristata	2008	JUL	30
KX547366	1	A	10787	-	USA	"Bronx Co., NY"	Carpodacus mexicanus	2005	AUG	10
KX547367	1	A	10788	-	USA	"Richmond Co., NY"	Passer domesticus	2006	JUL	21
KX547368	1	A	10787	-	USA	"Rockland Co., NY"	Culex sp.	2009	AUG	28
KX547369	1	A	10787	-	USA	"Westchester Co., NY"	Culex sp.	2011	AUG	25
KX547370	1	A	10787	-	USA	"Dutchess Co., NY"	Culex sp.	2005	AUG	30
KX547371	1	A	10787	-	USA	"Jefferson Co., NY"	Corvus brachyrhynchos	2007	SEP	20
KX547372	1	A	10787	-	USA	"Suffolk Co., NY"	Corvus brachyrhynchos	2009	AUG	13
KX547373	1	A	10787	-	USA	"Niagara Co., NY"	Corvus brachyrhynchos	2009	SEP	30
KX547374	1	A	10787	-	USA	"Orange Co., NY"	Culex sp.	2002	AUG	23
KX547375	1	A	10787	-	USA	"Oswego Co., NY"	Culiseta sp.	2011	SEP	8
KX547376	1	A	10787	-	USA	"Erie Co., NY"	Culex sp.	2010	SEP	16
KX547377	1	A	10787	-	USA	"Nassau Co., NY"	Culex sp.	2005	JUL	21
KX547378	1	A	10787	-	USA	"Suffolk Co., NY"	Culex sp.	2002	SEP	11
KX547379	1	A	10788	-	USA	"Suffolk Co., NY"	Culex sp.	2004	SEP	28
KX547380	1	A	10787	-	USA	"Erie Co., NY"	Culex sp.	2012	JUL	11
KX547381	1	A	10787	-	USA	"Putnam Co., NY"	Cyanocitta cristata	2003	OCT	3
KX547382	1	A	10787	-	USA	"Richmond Co., NY"	Cyanocitta cristata	2007	AUG	24
KX547383	1	A	10787	-	USA	"Rockland Co., NY"	Culex sp.	2002	OCT	4
KX547384	1	A	10787	-	USA	"Richmond Co., NY"	Carpodacus mexicanus	2006	AUG	7
KX547385	1	A	10787	-	USA	"Richmond Co., NY"	Cyanocitta cristata	2006	JUL	27
KX547386	1	A	10787	-	USA	"Rockland Co., NY"	Culex sp.	2000	JUL	21
KX547387	1	A	10787	-	USA	"Chautauqua Co., NY"	Aedes sp.	2006	AUG	22
KX547388	1	A	10786	-	USA	"Suffolk Co., NY"	Culex sp.	2010	AUG	26
KX547389	1	A	10787	-	USA	"Suffolk Co., NY"	Culiseta sp.	2012	SEP	7
KX547390	1	A	10788	-	USA	"Genesee Co., NY"	Cyanocitta cristata	2004	AUG	29
KX547391	1	A	10787	-	USA	"Erie Co., NY"	Culex sp.	2010	AUG	25
KX547392	1	A	10787	-	USA	"Erie Co., NY"	Culex sp.	2007	AUG	8
KX547393	1	A	10787	-	USA	"Suffolk Co., NY"	Culex sp.	2002	AUG	6
KX547394	1	A	10787	-	USA	"Suffolk Co., NY"	Coquillettidia sp.	2006	AUG	1
KX547395	1	A	10787	-	USA	"Suffolk Co., NY"	Culex sp.	2000	AUG	31
KX547396	1	A	10787	-	USA	"Rockland Co., NY"	Culex sp.	2005	SEP	16
KX547397	1	A	10787	-	USA	"Rensselaer Co., NY"	Corvus brachyrhynchos	2005	AUG	30
KX547398	1	A	10787	-	USA	"Madison Co., NY"	Corvus brachyrhynchos	2002	AUG	23
KX547399	1	A	10787	-	USA	"Suffolk Co., NY"	Culex sp.	2007	SEP	6
KX547400	1	A	10787	-	USA	"Queens Co., NY"	Passer domesticus	2006	AUG	30
KX547401	1	A	10787	-	USA	"Suffolk Co., NY"	Culex sp.	2008	SEP	16
KX547402	1	A	10787	-	USA	"Onondaga Co., NY"	Culex sp.	2002	SEP	18
KX547403	1	A	10787	-	USA	"Onondaga Co., NY"	Corvus brachyrhynchos	2004	MAY	20
KX547404	1	A	10787	-	USA	"Albany Co., NY"	Corvus brachyrhynchos	2008	AUG	18
KX547405	1	A	10787	-	USA	"Tompkins Co., NY"	Corvus brachyrhynchos	2003	AUG	9
KX547406	1	A	10787	-	USA	"Nassau Co., NY"	Culex sp.	2009	SEP	25
KX547407	1	A	10787	-	USA	"Suffolk Co., NY"	Cyanocitta cristata	2009	AUG	27
KX547408	1	A	10787	-	USA	"Erie Co., NY"	Culex sp.	2004	SEP	13
KX547409	1	A	10787	-	USA	"Putnam Co., NY"	Corvus brachyrhynchos	2003	SEP	10
KX547410	1	A	10787	-	USA	"Oswego Co., NY"	Culiseta sp.	2012	JUL	30
KX547411	1	A	10787	-	USA	"Rockland Co., NY"	Culex sp.	2003	JUL	10
KX547412	1	A	10787	-	USA	"Madison Co., NY"	Aedes sp.	2011	AUG	30
KX547413	1	A	10787	-	USA	"Otsego Co., NY"	Corvus brachyrhynchos	2005	AUG	2
KX547414	1	A	10787	-	USA	"Onondaga Co., NY"	Culiseta sp.	2002	SEP	10
KX547415	1	A	10787	-	USA	"Monroe Co., NY"	Corvus brachyrhynchos	2004	JUL	28
KX547416	1	A	10787	-	USA	"Onondaga Co., NY"	Coquillettidia sp.	2011	AUG	4
KX547417	1	A	10787	-	USA	"Rockland Co., NY"	Culex sp.	2011	JUL	22
KX547418	1	A	10786	-	USA	"St. Lawrence Co., NY"	Aedes sp.	2012	AUG	16
KX547419	1	A	10787	-	USA	"Dutchess Co., NY"	Corvus brachyrhynchos	2007	AUG	23
KX547420	1	A	10787	-	USA	"Suffolk Co., NY"	Cyanocitta cristata	2006	JUL	28
KX547421	1	A	10787	-	USA	"Steuben Co., NY"	Corvus brachyrhynchos	2002	AUG	15
KX547422	1	A	10787	-	USA	"Queens Co., NY"	Cyanocitta cristata	2003	OCT	3
KX547423	1	A	10787	-	USA	"Richmond Co., NY"	Quiscalus quiscula	2004	JUL	16
KX547424	1	A	10787	-	USA	"Onondaga Co., NY"	Corvus brachyrhynchos	2007	JUL	10
KX547425	1	A	10787	-	USA	"Suffolk Co., NY"	Cyanocitta cristata	2009	SEP	9
KX547426	1	A	10787	-	USA	"Onondaga Co., NY"	Culex sp.	2007	AUG	8
KX547427	1	A	10787	-	USA	"Chautauqua Co., NY"	Cyanocitta cristata	2004	JUN	22
KX547429	1	A	10787	-	USA	"Westchester Co., NY"	Anopheles sp.	2002	AUG	15
KX547430	1	A	10787	-	USA	"Onondaga Co., NY"	Culiseta sp.	2009	AUG	18
KX547431	1	A	10787	-	USA	"Niagara Co., NY"	Culex sp.	2006	AUG	17
KX547432	1	A	10787	-	USA	"Suffolk Co., NY"	Coquillettidia sp.	2006	AUG	10
KX547433	1	A	10787	-	USA	"Richmond Co., NY"	Zenaida macroura	2006	AUG	31
KX547434	1	A	10787	-	USA	"Rockland Co., NY"	Culex sp.	2009	SEP	11
KX547435	1	A	10787	-	USA	"Kings Co., NY"	Corvus brachyrhynchos	2006	AUG	18
KX547436	1	A	10787	-	USA	"Erie Co., NY"	Culex sp.	2008	SEP	8
KX547437	1	A	10787	-	USA	"Suffolk Co., NY"	Culex sp.	2003	JUL	29
KX547438	1	A	10787	-	USA	"Onondaga Co., NY"	Culex sp.	2011	AUG	10
KX547439	1	A	10787	-	USA	"Niagara Co., NY"	Corvus brachyrhynchos	2003	AUG	14
KX547440	1	A	10787	-	USA	"Suffolk Co., NY"	Corvus brachyrhynchos	2008	AUG	19
KX547441	1	A	10583	-	USA	"Suffolk Co., NY"	Passer domesticus	2005	AUG	16
KX547442	1	A	10787	-	USA	"Westchester Co., NY"	Culex sp.	2010	AUG	31
KX547443	1	A	10786	-	USA	"Nassau Co., NY"	Aedes sp.	2012	AUG	17
KX547444	1	A	10787	-	USA	"Niagara Co., NY"	Culex sp.	2002	AUG	6
KX547445	1	A	10786	-	USA	"Suffolk Co., NY"	Culex sp.	2014	SEP	17
KX547446	1	A	10787	-	USA	"Wyoming Co., NY"	Corvus brachyrhynchos	2004	JUN	7
KX547447	1	A	10787	-	USA	"Suffolk Co., NY"	Corvus brachyrhynchos	2007	AUG	8
KX547448	1	A	10787	-	USA	"Cayuga Co., NY"	Corvus brachyrhynchos	2002	AUG	29
KX547449	1	A	10787	-	USA	"Suffolk Co., NY"	Culex sp.	2011	JUL	6
KX547450	1	A	10787	-	USA	"Onondaga Co., NY"	Culiseta sp.	2015	AUG	5
KX547451	1	A	10787	-	USA	"Monroe Co., NY"	Corvus brachyrhynchos	2006	AUG	22
KX547452	1	A	10787	-	USA	"Nassau Co., NY"	Corvus brachyrhynchos	2007	AUG	14
KX547453	1	A	10787	-	USA	"Suffolk Co., NY"	Turdus migratorius	2008	JUL	29
KX547454	1	A	10787	-	USA	"Suffolk Co., NY"	Culex sp.	2004	AUG	3
KX547455	1	A	10787	-	USA	"Nassau Co., NY"	Culex sp.	2003	AUG	13
KX547456	1	A	10785	-	USA	"Chautauqua Co., NY"	Culex sp.	2012	JUL	31
KX547457	1	A	10785	-	USA	"Nassau Co., NY"	Culex sp.	2011	JUL	27
KX547458	1	A	10787	-	USA	"Suffolk Co., NY"	Cyanocitta cristata	2003	SEP	22
KX547459	1	A	10787	-	USA	"Wyoming Co., NY"	Corvus brachyrhynchos	2002	SEP	26
KX547460	1	A	10787	-	USA	"Madison Co., NY"	Aedes sp.	2013	AUG	6
KX547461	1	A	10787	-	USA	"Suffolk Co., NY"	Cardinalis cardinalis	2005	AUG	8
KX547462	1	A	10787	-	USA	"Jefferson Co., NY"	Corvus brachyrhynchos	2004	JUN	29
KX547463	1	A	10787	-	USA	"Suffolk Co., NY"	Culex sp.	2009	AUG	25
KX547464	1	A	10787	-	USA	"Weschester Co., NY"	Culex sp.	2009	SEP	16
KX547465	1	A	10787	-	USA	"Westchester Co., NY"	Culex sp.	2013	JUL	31
KX547466	1	A	10787	-	USA	"Suffolk Co., NY"	Culex sp.	2003	AUG	19
KX547467	1	A	10787	-	USA	"Onondaga Co., NY"	Culiseta sp.	2013	SEP	12
KX547468	1	A	10787	-	USA	"Columbia Co., NY"	Culex sp.	2003	AUG	11
KX547469	1	A	10787	-	USA	"Schenectady Co., NY"	Sciurus carolinensis	2002	SEP	19
KX547470	1	A	10787	-	USA	"Erie Co., NY"	Corvus brachyrhynchos	2007	AUG	9
KX547471	1	A	10787	-	USA	"Erie Co., NY"	Aedes sp.	2005	SEP	21
KX547472	1	A	10787	-	USA	"Livingston Co., NY"	Cyanocitta cristata	2006	AUG	31
KX547473	1	A	10787	-	USA	"Erie Co., NY"	Culex sp.	2013	JUL	17
KX547474	1	A	10787	-	USA	"Albany Co., NY"	Sciurus carolinensis	2002	OCT	11
KX547475	1	A	10787	-	USA	"Orleans Co., NY"	Corvus brachyrhynchos	2006	AUG	6
KX547476	1	A	10787	-	USA	"Suffolk Co., NY"	Cyanocitta cristata	2008	AUG	7
KX547477	1	A	10787	-	USA	"Monroe Co., NY"	Culex sp.	2004	AUG	10
KX547478	1	A	10787	-	USA	"Rockland Co., NY"	Culex sp.	2001	SEP	8
KX547479	1	A	10787	-	USA	"Suffolk Co., NY"	Aedes sp.	2005	SEP	7
KX547480	1	A	10787	-	USA	"Columbia Co., NY"	Culex sp.	2003	SEP	22
KX547481	1	A	10787	-	USA	"Nassau Co., NY"	Cyanocitta cristata	2005	SEP	1
KX547482	1	A	10787	-	USA	"Oswego Co., NY"	Culiseta sp.	2013	AUG	7
KX547483	1	A	10787	-	USA	"Nassau Co., NY"	Culex sp.	2014	JUL	3
KX547484	1	A	10787	-	USA	"Genesee Co., NY"	Corvus ossifragus	2002	OCT	1
KX547485	1	A	10787	-	USA	"Rockland Co., NY"	Culex sp.	2014	JUN	13
KX547486	1	A	10787	-	USA	"Erie Co., NY"	Culex sp.	2005	SEP	13
KX547487	1	A	10787	-	USA	"New York Co., NY"	Corvus brachyrhynchos	2004	OCT	4
KX547488	1	A	10787	-	USA	"Suffolk Co., NY"	Culex sp.	2011	SEP	15
KX547489	1	A	10787	-	USA	"Richmond Co., NY"	Corvus brachyrhynchos	2004	JUL	29
KX547490	1	A	10787	-	USA	"Chemung Co., NY"	Corvus brachyrhynchos	2002	SEP	6
KX547491	1	A	10787	-	USA	"Queens Co., NY"	Corvus brachyrhynchos	2007	SEP	4
KX547492	1	A	10787	-	USA	"Westchester Co., NY"	Culex sp.	2002	SEP	26
KX547493	1	A	10787	-	USA	"Orange Co., NY"	Corvus brachyrhynchos	2004	SEP	19
KX547494	1	A	10784	-	USA	"Schenectady Co., NY"	Corvus brachyrhynchos	2010	SEP	12
KX547495	1	A	10787	-	USA	"Westchester Co., NY"	Culex sp.	2011	JUL	21
KX547496	1	A	10787	-	USA	"Niagara Co., NY"	Corvus brachyrhynchos	2007	JUL	25
KX547497	1	A	10786	-	USA	"Onondaga Co., NY"	Culex sp.	2012	AUG	1
KX547498	1	A	10787	-	USA	"Erie Co., NY"	Corvus brachyrhynchos	2009	SEP	9
KX547499	1	A	10787	-	USA	"Herkimer Co., NY"	Corvus brachyrhynchos	2004	JUL	14
KX547500	1	A	10787	-	USA	"Dutchess Co., NY"	Corvus brachyrhynchos	2007	AUG	23
KX547501	1	A	10787	-	USA	"Queens Co., NY"	Corvus brachyrhynchos	2004	SEP	10
KX547502	1	A	10787	-	USA	"Suffolk Co., NY"	Culex sp.	2006	SEP	13
KX547503	1	A	10787	-	USA	"Erie Co., NY"	Culex sp.	2002	AUG	14
KX547504	1	A	10787	-	USA	"Rockland Co., NY"	Culex sp.	2008	SEP	19
KX547505	1	A	10787	-	USA	"Warren Co., NY"	Culex sp.	2002	SEP	26
KX547506	1	A	10787	-	USA	"Lewis Co., NY"	Corvus brachyrhynchos	2002	AUG	21
KX547507	1	A	10787	-	USA	"Onondaga Co., NY"	Coquillettidia sp.	2011	AUG	11
KX547508	1	A	10787	-	USA	"Lewis Co., NY"	Corvus brachyrhynchos	2005	SEP	5
KX547509	1	A	10787	-	USA	"Westchester Co., NY"	Culex sp.	2002	AUG	13
KX547510	1	A	10787	-	USA	"Nassau Co., NY"	Culex sp.	2007	SEP	14
KX547511	1	A	10787	-	USA	"Erie Co., NY"	Accipiter gentilis	2006	AUG	21
KX547512	1	A	10787	-	USA	"Chautauqua Co., NY"	Corvus brachyrhynchos	2005	AUG	22
KX547513	1	A	10787	-	USA	"Suffolk Co., NY"	Culex sp.	2005	SEP	14
KX547514	1	A	10787	-	USA	"Oswego Co., NY"	Culiseta sp.	2013	SEP	12
KX547515	1	A	10787	-	USA	"Schenectady Co., NY"	Corvus brachyrhynchos	2009	SEP	2
KX547516	1	A	10787	-	USA	"Tompkins Co., NY"	Corvus brachyrhynchos	2007	AUG	22
KX547517	1	A	10784	-	USA	"Ulster Co., NY"	Corvus brachyrhynchos	2009	SEP	4
KX547518	1	A	10784	-	USA	"Columbia Co., NY"	Corvus brachyrhynchos	2009	AUG	31
KX547519	1	A	10787	-	USA	"Westchester Co., NY"	Culex sp.	2000	SEP	1
KX547520	1	A	10787	-	USA	"Westchester Co., NY"	Culex sp.	2012	SEP	11
KX547521	1	A	10787	-	USA	"Schuyler Co., NY"	Corvus brachyrhynchos	2005	AUG	18
KX547522	1	A	10787	-	USA	"Nassau Co., NY"	Corvus ossifragus	2009	AUG	10
KX547523	1	A	10787	-	USA	"Albany Co., NY"	Corvus brachyrhynchos	2005	JUL	16
KX547524	1	A	10787	-	USA	"Westchester Co., NY"	Culex sp.	2013	AUG	21
KX547525	1	A	10787	-	USA	"Montgomery Co., NY"	Corvus brachyrhynchos	2002	SEP	2
KX547526	1	A	10787	-	USA	"Nassau Co., NY"	Culex sp.	2003	SEP	5
KX547527	1	A	10787	-	USA	"Schenectady Co., NY"	Equus caballus	2002	OCT	3
KX547528	1	A	10787	-	USA	"Queens Co., NY"	Cyanocitta cristata	2007	AUG	24
KX547529	1	A	10787	-	USA	"Onondaga Co., NY"	Culex sp.	2011	AUG	24
KX547530	1	A	10787	-	USA	"Dutchess Co., NY"	Passer domesticus	2005	SEP	30
KX547531	1	A	10787	-	USA	"Erie Co., NY"	Culex sp.	2003	AUG	13
KX547532	1	A	10787	-	USA	"Suffolk Co., NY"	Cyanocitta cristata	2005	AUG	1
KX547533	1	A	10787	-	USA	"Cattaraugus Co., NY"	Corvus brachyrhynchos	2004	MAY	20
KX547534	1	A	10787	-	USA	"Erie Co., NY"	Cyanocitta cristata	2004	SEP	29
KX547535	1	A	10787	-	USA	"Schenectady Co., NY"	Cyanocitta cristata	2007	SEP	6
KX547536	1	A	10787	-	USA	"Chautauqua Co., NY"	Corvus brachyrhynchos	2004	JUN	1
KX547537	1	A	10787	-	USA	"Suffolk Co., NY"	Culex sp.	2011	SEP	27
KX547538	1	A	10787	-	USA	"Nassau Co., NY"	Culex sp.	2001	AUG	15
KX547539	1	A	10787	-	USA	"Tompkins Co., NY"	Corvus brachyrhynchos	2007	AUG	22
KX547540	1	A	10787	-	USA	"Onondaga Co., NY"	Culiseta sp.	2012	SEP	27
KX547541	1	A	10787	-	USA	"Nassau Co., NY"	Culex sp.	2009	AUG	28
KX547542	1	A	10787	-	USA	"Erie Co., NY"	Corvus brachyrhynchos	2004	JUN	7
KX547543	1	A	10787	-	USA	"Westchester Co., NY"	Culex sp.	2007	SEP	5
KX547544	1	A	10787	-	USA	"Onondaga Co., NY"	Accipiter striatus	2009	AUG	26
KX547545	1	A	10781	-	USA	"Monroe Co., NY"	Corvus brachyrhynchos	2007	SEP	28
KX547546	1	A	10787	-	USA	"Otsego Co., NY"	Corvus brachyrhynchos	2006	SEP	19
KX547547	1	A	10787	-	USA	"Oswego Co., NY"	Culiseta sp.	2012	AUG	23
KX547548	1	A	10786	-	USA	"Oswego Co., NY"	Culiseta sp.	2014	SEP	2
KX547549	1	A	10787	-	USA	"Cortland Co., NY"	Corvus brachyrhynchos	2003	OCT	2
KX547550	1	A	10787	-	USA	"Onondaga Co., NY"	Culiseta sp.	2003	SEP	4
KX547551	1	A	10787	-	USA	"Onondaga Co., NY"	Culiseta sp.	2013	OCT	3
KX547552	1	A	10787	-	USA	"Kings Co., NY"	Cyanocitta cristata	2010	SEP	16
KX547553	1	A	10787	-	USA	"Jefferson Co., NY"	Cyanocitta cristata	2006	SEP	16
KX547554	1	A	10787	-	USA	"Bronx Co., NY"	Turdus migratorius	2002	SEP	12
KX547555	1	A	10787	-	USA	"Orange Co., NY"	Culex sp.	2012	JUL	17
KX547556	1	A	10787	-	USA	"Oswego Co., NY"	Culiseta sp.	2012	SEP	6
KX547557	1	A	10787	-	USA	"Suffolk Co., NY"	Cyanocitta cristata	2009	SEP	22
KX547558	1	A	10787	-	USA	"Nassau Co., NY"	Culex sp.	2008	SEP	4
KX547559	1	A	10786	-	USA	"Nassau Co., NY"	Culex sp.	2012	SEP	11
KX547560	1	A	10787	-	USA	"Suffolk Co., NY"	Carduelis tristis	2005	SEP	17
KX547561	1	A	10781	-	USA	"Suffolk Co., NY"	Corvus brachyrhynchos	2009	SEP	1
KX547562	1	A	10787	-	USA	"Erie Co., NY"	Culex sp.	2010	JUL	27
KX547563	1	A	10787	-	USA	"Westchester Co., NY"	Culex sp.	2006	AUG	9
KX547564	1	A	10787	-	USA	"Suffolk Co., NY"	Corvus brachyrhynchos	2002	AUG	19
KX547565	1	A	10787	-	USA	"Onondaga Co., NY"	Culiseta sp.	2013	SEP	24
KX547566	1	A	10787	-	USA	"Onondaga Co., NY"	Culex sp.	2002	JUL	24
KX547567	1	A	10787	-	USA	"Cortland Co., NY"	Corvus brachyrhynchos	2006	AUG	26
KX547568	1	A	10787	-	USA	"Albany Co., NY"	Corvus brachyrhynchos	2010	AUG	20
KX547569	1	A	10787	-	USA	"Chautauqua Co., NY"	Corvus brachyrhynchos	2006	AUG	9
KX547570	1	A	10787	-	USA	"Rockland Co., NY"	Cyanocitta cristata	2005	SEP	2
KX547571	1	A	10788	-	USA	"Rockland Co., NY"	Corvus brachyrhynchos	2005	SEP	13
KX547572	1	A	10787	-	USA	"Nassau Co., NY"	Culex sp.	2010	JUL	6
KX547573	1	A	10787	-	USA	"Niagara Co., NY"	Culex sp.	2003	AUG	4
KX547574	1	A	10787	-	USA	"Suffolk Co., NY"	Culex sp.	2012	JUL	10
KX547575	1	A	10787	-	USA	"Suffolk Co., NY"	Culex sp.	2012	JUN	20
KX547576	1	A	10787	-	USA	"Onondaga Co., NY"	Culiseta sp.	2011	OCT	7
KX547577	1	A	10787	-	USA	"Herkimer Co., NY"	Corvus brachyrhynchos	2004	JUL	14
KX547578	1	A	10787	-	USA	"Queens Co., NY"	Cyanocitta cristata	2005	OCT	18
KX547579	1	A	10787	-	USA	"Nassau Co., NY"	Aedes sp.	2012	JUL	20
KX547580	1	A	10787	-	USA	"Niagara Co., NY"	Corvus brachyrhynchos	2008	AUG	13
KX547581	1	A	10787	-	USA	"Putnam Co., NY"	Culex sp.	2003	JUL	29
KX547582	1	A	10787	-	USA	"Rockland Co., NY"	Culex sp.	2010	JUL	2
KX547583	1	A	10787	-	USA	"Suffolk Co., NY"	Corvus brachyrhynchos	2004	JUN	4
KX547584	1	A	10787	-	USA	"Chemung Co., NY"	Corvus brachyrhynchos	2002	SEP	6
KX547585	1	A	10787	-	USA	"Albany Co., NY"	Corvus brachyrhynchos	2009	SEP	2
KX547586	1	A	10787	-	USA	"Dutchess Co., NY"	Culex sp.	2002	SEP	19
KX547587	1	A	10787	-	USA	"Suffolk Co., NY"	Turdus migratorius	2006	AUG	3
KX547588	1	A	10787	-	USA	"Kings Co., NY"	Turdus migratorius	2004	AUG	27
KX547589	1	A	10787	-	USA	"Queens Co., NY"	Cyanocitta cristata	2007	AUG	24
KX547590	1	A	10787	-	USA	"Queens Co., NY"	Carpodacus mexicanus	2004	SEP	9
KX547591	1	A	10787	-	USA	"Rockland Co., NY"	Cyanocitta cristata	2004	SEP	2
KX547592	1	A	10787	-	USA	"Albany Co., NY"	Culex sp.	2003	AUG	22
KX547593	1	A	10787	-	USA	"Washington Co., NY"	Cyanocitta cristata	2003	SEP	28
KX547594	1	A	10787	-	USA	"Westchester Co., NY"	Aedes sp.	2013	JUL	31
KX547595	1	A	10787	-	USA	"Dutchess Co., NY"	Corvus brachyrhynchos	2007	AUG	23
KX547596	1	A	10787	-	USA	"Suffolk Co., NY"	Quiscalus quiscula	2005	AUG	11
KX547597	1	A	10787	-	USA	"Richmond Co., NY"	Cyanocitta cristata	2004	SEP	14
KX547598	1	A	10787	-	USA	"Dutchess Co., NY"	Corvus brachyrhynchos	2009	SEP	3
